X,Y,osm_id,osm_type,completeness,amenity,healthcare,name,operator,source,speciality,operator_type,operational_status,opening_hours,beds,staff_doctors,staff_nurses,health_amenity_type,dispensing,wheelchair,emergency,insurance,water_source,electricity,is_in_health_area,is_in_health_zone,url,addr_housenumber,addr_street,addr_postcode,addr_city,changeset_id,changeset_version,changeset_timestamp,uuid
,,"232322242",way,15.625,hospital,,Epping Private Hospital,Healthe Care Australia,,,,,,,,,,,,no,,,,,,,,,,,138397159,4,2023/07/11 21:59:47+00,0fb061474cb241bd8565c71b96812d16
,,"157708268",way,21.875,pharmacy,,Baxter Pharmacy,,,,,,,,,,,yes,,,,,,,,,"78",Baxter-Tooradin Road,"3911",,92677527,2,2020/10/19 04:36:07+00,5627b32907b24f279ebf863380166a45
145.292064717318,-37.8625910673656,"9670577833",node,15.625,pharmacy,pharmacy,Greater Knox Pharmacy,,,,,,,,,,,yes,,,,,,,,,,,,,119792292,1,2022/04/16 17:21:54+00,c163efcf5ce74bb19794ac01c8906f3f
145.042163135703,-37.7493802216003,"4224608821",node,9.375,pharmacy,,Pursuit,,,,,,,,,,,,,,,,,,,,,,,,39789590,1,2016/06/03 23:32:17+00,cbb1c749597d4416925923840ccbf0bd
145.150641475118,-37.9515786320546,"5203746996",node,18.75,clinic,clinic,Medical Centre,,,,,,,,,,,,,,,,,,,,"7",Windsor Avenue,,,96583109,3,2020/12/29 08:10:57+00,d5998048985c4872bed339fc73788f08
145.125658961252,-37.6159334499173,"9586898864",node,12.5,dentist,dentist,Doreen Dental Clinic,,,,,,,,,,,,,,,,,,,,,,,,118616533,1,2022/03/18 02:57:50+00,62a549aa815748e287c85c533253aa5d
145.091181930386,-38.1833278612424,"4880947474",node,12.5,,alternative,Mount Eliza Natural Therapies,,,naturopathy,,,,,,,,,,,,,,,,,,,,,49035715,1,2017/05/28 01:00:41+00,c4f96afbf13e41f7a24cd8a34d7f5732
142.197792289328,-36.7133321461719,"1279071461",node,12.5,dentist,dentist,Horsham Dental Group,,,,,,,,,,,,,,,,,,,,,,,,117594612,2,2022/02/19 08:16:01+00,d970ab9188a648a3804e634500743bea
146.091288237368,-17.8956987606246,"411738717",node,6.25,,physiotherapist,,,,,,,,,,,,,,,,,,,,,,,,,66484247,3,2019/01/20 20:04:18+00,487764494a3f4f47bc35e73ba78c0d30
153.060602093362,-27.4934487057997,"5738744123",node,18.75,,optometrist,Trevor Williams Optometry,,,,,,,,,,,,,,,,,,,,"358",Old Cleveland Road,"4151",,60409006,2,2018/07/04 13:13:01+00,c511c536532740bc87348ee223ee28b2
153.157290866867,-27.0650088147329,"4726989092",node,15.625,doctors,doctor,Family Medical Centre,,,,,,,,,,,,yes,,,,,,,,,,,,110855477,5,2021/09/07 11:42:23+00,88324e55236040cc81cf4f4b82fe5546
147.132316588205,-41.404430218912,"1936247310",node,12.5,pharmacy,pharmacy,Mowbray Capital Chemist,,,,,,,,,,,,,,,,,,,,,,,,129367629,3,2022/11/25 12:54:49+00,0c90fba3535248ba8c53edc742dbb6b0
146.536510877883,-38.1974244621805,"7502282081",node,12.5,clinic,clinic,Laser Clinic,,,,,,,,,,,,,,,,,,,,,,,,84956005,1,2020/05/10 01:59:28+00,504cb729cf214231a2cbe13463dd9c53
145.347171036818,-38.0281576272856,"9345905365",node,12.5,,alternative,Gargan,,,chiropractic,,,,,,,,,,,,,,,,,,,,,115046166,1,2021/12/17 09:50:51+00,5159a9149cd142efa1fbc1cd95b774db
150.92619076718,-33.9226675061904,"9676079936",node,12.5,clinic,clinic,The Specialist Medical Centre,,,,,,,,,,,,,,,,,,,,,,,,119883787,1,2022/04/19 02:54:16+00,38b36bb24d544fbeae771e2645aa55d6
115.898685618176,-32.0501946774951,"2121142226",node,28.125,pharmacy,pharmacy,TerryWhite Chemmart,,,,,,"Mo-Sa 8:00-19:00; Su 9:00-13:00",,,,,yes,,,,,,,,,"42",Rostrata Avenue,"6155",,143525378,9,2023/11/02 11:32:11+00,432a66d27ac44270a961d7bdd09f5966
,,"1055611794",way,25,doctors,,Cardinia Medical Centre,,,,,,"Mo-Fr 08:30-17:30; Sa-Su 08:30-12:30; PH 08:30-12:30",,,,,,,,,,,,,,"180",Princes Highway,"3810",Pakenham,120290364,1,2022/04/28 07:23:09+00,2178ba79f2774815af68a25b6ff3cc68
145.150549693278,-37.959170624673,"5250056710",node,9.375,clinic,,366 Specialist Nedical Centre,,,,,,,,,,,,,,,,,,,,,,,,54116243,1,2017/11/27 09:15:55+00,b794c2c770424f55a04dfd887932ce17
138.548131520481,-34.8742049590528,"2746243138",node,9.375,dentist,dentist,,,,,,,,,,,,,,,,,,,,,,,,,99566118,2,2021/02/19 06:04:52+00,6a1a777192ad49399479bae53e9d363d
144.921820631442,-37.7646638676659,"7848508405",node,18.75,pharmacy,pharmacy,Pharmacy4Less,,,,,,,,,,,yes,yes,,,,,,,,,,,,90303886,2,2020/09/02 12:16:32+00,7ce4d50b5c314b03b0b0d790a0f3c9d0
115.044053191921,-30.3054051400416,"6953219913",node,28.125,clinic,clinic,Jurien Bay Health Centre,,,,,,24/7,,,,,,,yes,,,,,,,"23",Whitfield Road,"6516",,76746517,2,2019/11/07 10:12:15+00,1a8fec031fdf4417937baa87702cb57f
145.26336348829,-37.8597694673003,"6640230120",node,9.375,doctors,,Craignish Specialist Centre,,,,,,,,,,,,,,,,,,,,,,,,72552158,1,2019/07/23 11:13:58+00,b21b496278dd49f39dfe026db55414a0
150.854146884481,-34.6687004745297,"11481245647",node,6.25,,physiotherapist,,,,,,,,,,,,,,,,,,,,,,,,,145819787,1,2024/01/03 01:28:34+00,fab11c7bd09c4649ac871dc527238efc
,,"220972880",way,9.375,hospital,,Weipa Hospital,,,,,,,,,,,,,,,,,,,,,,,,82663930,2,2020/03/26 13:02:50+00,c9d563ac78e54bccaab816e2b4c0794d
153.004720028723,-27.4715223176501,"5898069396",node,15.625,pharmacy,pharmacy,Choice Chemist,,,,,,,,,,,yes,,,,,,,,,,,,,62471267,1,2018/09/11 01:25:56+00,a00db91679444c8ebbab3994e433282f
151.090517056888,-33.9314724440171,"9907454122",node,6.25,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,124007374,1,2022/07/24 12:18:28+00,84e0ac2456bb4e20992af2b047170992
,,"438361661",way,28.125,hospital,,Beaudesert Hospital,Qld Health,,,,,,,,,,,,yes,,,,,,,"64",Tina Street,"4285",Beaudesert,66980111,4,2019/02/07 00:35:25+00,8e1ce748275d4011975648538b8fed60
152.938483882913,-27.5096165588311,"5231685728",node,9.375,pharmacy,,Medicines 4 Less,,,,,,,,,,,,,,,,,,,,,,,,54919543,3,2017/12/26 02:57:20+00,612e2843cb6049a594d2ce37634339ee
145.100030789385,-37.7899164464519,"5151352323",node,6.25,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,131874530,2,2023/01/30 10:49:01+00,f4f712553dd542078187d2af6006e0a7
153.063121693456,-27.4922921707999,"10726691469",node,21.875,clinic,clinic,Ortho Physio,,,"orthopaedics;physiatry",,,,,,,,,,,,,,,,,"402",Old Cleveland Road,,,143992672,2,2023/11/14 02:51:09+00,fd301e62b5d54f59ad03bb05696ae312
144.960532451249,-37.811748873467,"4509652396",node,15.625,pharmacy,pharmacy,Urban Pharmacy,,,,,,,,,,,,,,,,,,,,"385",,,,71656330,2,2019/06/27 02:42:28+00,efd6711b36914873a4fbca66e19d4c10
115.812156549506,-31.8440890428764,"997412913",node,9.375,pharmacy,,Amcal Warwick,,,,,,,,,,,,,,,,,,,,,,,,6419727,1,2010/11/21 04:06:52+00,4707e4d4a60e4e55ad5dac16398746cd
149.857514289631,-33.7039973148956,"459476485",node,12.5,pharmacy,pharmacy,Oberon Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,145022545,4,2023/12/12 05:24:15+00,29874ae1573243d0a9ff9225ea065650
149.071709023095,-35.2527831712542,"2293572867",node,12.5,doctors,doctor,Jamison Medical and Skin Cancer Clinic,,,,,,,,,,,,,,,,,,,,,,,,115802588,4,2022/01/05 15:37:47+00,54657eb34905478da1d04dffc9a7969e
153.007414894412,-27.4809148268892,"5140605331",node,21.875,clinic,clinic,Chambers at 32,,,,,,,,,,,,,,,,,,,,"32",Hardgrave Road,"4101",,94405658,3,2020/11/19 03:46:40+00,e685f831aca6489aa190ef42ee43267a
138.625999065686,-34.9606490352238,"5335928492",node,18.75,dentist,dentist,Dental on Fullarton,,,,,,,,,,,,,,,,,,,,"467",,"5063",,139016530,3,2023/07/26 04:39:49+00,70467b330be4432e9b14df713b977dc9
115.973728294374,-31.7916762479612,"778166581",node,15.625,pharmacy,pharmacy,Terry White Chemist,,,,,,,,,,,yes,,,,,,,,,,,,,113171226,4,2021/10/30 18:48:11+00,921b37429ea24fe0bf205f9a26c5144c
145.592489226139,-38.5998501109199,"10005327503",node,21.875,,alternative,Wonthaggi Chiropractic & Natural Health Centre,,,chiropractic,,,"Mo 09:00-12:30, 15:00-19:00; Tu off; We 08:45-13:00; Th 08:45-12:30, 15:00-18:30; Fr-Su off",,,,,,,,,,,,,,"95",McKenzie Street,,,143964249,2,2023/11/13 10:33:21+00,365ba64ef30246599eb36aa203039703
150.872033698215,-34.4147469132831,"1202865531",node,18.75,pharmacy,pharmacy,Keiraville Pharmacy,,,,,,,,,,,,yes,,,,,,,,,Gipps Road,,,143798895,6,2023/11/08 21:37:13+00,2e285aa79a514769b4ee0e98f36aef70
151.229711970129,-33.8286364665429,"1262691759",node,18.75,pharmacy,pharmacy,Cremorne Town Centre Pharmacy,,,,,,"Mo-Th 08:00-19:30; Fr-Sa 08:00-19:00; Su 09:00-18:00",,,,,,yes,,,,,,,,,,,,123879824,5,2022/07/21 07:47:24+00,a6e166fb86ec46d7934caec3e6e15533
144.96613927392,-37.7452846560716,"6853093418",node,9.375,doctors,,Medical Centre,,,,,,,,,,,,,,,,,,,,,,,,128798308,2,2022/11/12 01:37:03+00,a64fb7e280bb458ebe7fe60e3ebce241
140.353783062705,-37.5947912726286,"7108928688",node,9.375,clinic,,Alternate Life Health & Wellness Centre,,,,,,,,,,,,,,,,,,,,,,,,143249909,2,2023/10/28 09:12:58+00,c794e0fcb00042d2a49a096109d25a6f
,,"514136917",way,21.875,clinic,alternative,Back2health,,,,,,,,,,,,,,,,,,,,"36",Hardgrave Road,"4101",,128918757,5,2022/11/15 05:30:55+00,592edcd0f6d343b4bd5d5e43ea9c1892
153.13549414676,-27.6928910626716,"11294650414",node,12.5,pharmacy,pharmacy,Star Discount Chemist,,,,,,,,,,,,,,,,,,,,,,,,143239641,1,2023/10/28 03:48:03+00,41f1675c70814377ae19b4771d6a07c0
151.245727691618,-33.8923919042896,"4225187047",node,18.75,hospital,hospital,Bondi Junction Private Hospital,,,,private,,,,,,,,,no,,,,,,,,,,,116726893,3,2022/01/28 23:20:51+00,d631cf1732024c6e9ee00e0f03619b24
,,"353650679",way,9.375,pharmacy,,Chemist Outlet,,,,,,,,,,,,,,,,,,,,,,,,31964865,1,2015/06/14 15:40:18+00,385f1fe6a631443186e028a5c46c7eb8
153.047338821237,-27.5225690299861,"470244729",node,9.375,dentist,,Wellers Hill Dental Centre,,,,,,,,,,,,,,,,,,,,,,,,137272239,3,2023/06/13 07:16:43+00,8a2a4cf5865d4dd1919f0bd53ce9e6ab
145.120639793813,-37.9219251350074,"2470481080",node,9.375,hospital,,Monash surgical private,,,,,,,,,,,,,,,,,,,,,,,,136813982,2,2023/06/01 06:05:57+00,d4051e57aae24f89a8f98b6d079a8d26
145.202611873184,-37.9680492394286,"5853756806",node,15.625,pharmacy,pharmacy,Dunearn Pharmacy,,,,,,,,,,,yes,,,,,,,,,,,,,61959247,1,2018/08/24 13:34:23+00,9ee9e267431b466391edab4ea2790016
146.059183955652,-34.2832734092452,"9607966102",node,15.625,dentist,dentist,Griffith Denture Clinic,,,dentist,,,,,,,,,,,,,,,,,,,,,142516206,2,2023/10/13 10:18:05+00,c83b945bf25f441785d3d08fe6790135
152.958686029761,-27.1627383691558,"9139158993",node,12.5,dentist,dentist,Beyond Dental Care,,,,,,,,,,,,,,,,,,,,,,,,111986610,1,2021/10/02 02:19:38+00,c39e202b8a494fef9585085fc0ead5af
,,"189197629",way,15.625,hospital,hospital,Halls Creek District Hospital,,,,,,,,,,,,,yes,,,,,,,,,,,105725239,2,2021/06/02 14:15:20+00,92d14902e11f4388acc7319047035562
151.000053019955,-33.814656960792,"8699896589",node,9.375,,laboratory,Spark Laboratories,,,,,,,,,,,,,,,,,,,,,,,,104152756,1,2021/05/05 03:03:02+00,4a5b4624bb904d0d87d56462e324f9a1
115.797683936392,-32.126530429896,"9488269964",node,15.625,clinic,clinic,Lagoon Medical Centre,,,,,,"Mo-Fr 07:00-21:00; Sa-Su 08:00-18:00",,,,,,,,,,,,,,,,,,117139370,1,2022/02/07 23:39:33+00,6b65a634d0ac4edcb74f1089b1ab52ff
151.658964067613,-32.9397324498685,"359900769",node,9.375,doctors,,Main Road Medical Centre,,,,,,,,,,,,,,,,,,,,,,,,145899242,2,2024/01/04 22:11:25+00,121cebf3055d4fb491a7494f776dc85c
153.022390840812,-27.2398970568103,"3329559713",node,12.5,dentist,dentist,Mango Hill Dental Surgery,,,,,,,,,,,,,,,,,,,,,,,,124164438,2,2022/07/28 04:13:45+00,945385b20308490bb390df01612e9032
115.849980641948,-32.1215478075545,"1143293045",node,6.25,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,7232637,1,2011/02/09 02:46:36+00,5096cb2a1c51445f836470ac2848bac6
,,"1020178696",way,25,hospital,hospital,Inverell Hospital,,,,,,,,,,,,,yes,,,,,,,,Swanbrook Road,"2360",,143816983,2,2023/11/09 10:57:27+00,528a275748d848dd86960c8d20a89368
149.069468372739,-27.1522497584387,"8515870506",node,15.625,pharmacy,pharmacy,Radiance Surat Pharmacy,,,,,,,,,,,yes,,,,,,,,,,,,,101028609,2,2021/03/15 07:15:43+00,f23ffb089c404586a8ab5927a8ab9340
,,"1020719774",way,15.625,hospital,hospital,Wollongong Day Surgery,,,,private,,,,,,,,,,,,,,,,,,,,116088275,1,2022/01/13 02:20:30+00,4685e6fd79a140fca9f4d164ee88f66b
,,"434318172",way,15.625,hospital,hospital,Lady Davidson Private Hospital,Healthscope Ltd,,,,,,,,,,,,,,,,,,,,,,,108962436,2,2021/08/01 05:46:50+00,e3ae7ca4ff8246c19ff8ea20b5b8f947
145.004217421847,-37.9514794741401,"2634706434",node,12.5,pharmacy,,Sandringham Amcal Pharmacy,,,,,,,,,,,no,,,,,,,,,,,,,20171384,1,2014/01/24 04:52:59+00,f408903ba70a4eefb1d9b2f40f1cc1d0
,,"104116084",way,9.375,doctors,,Woonona Medical,,,,,,,,,,,,,,,,,,,,,,,,131902281,4,2023/01/31 02:07:04+00,0b21b1ed247a4581b2505c5959c6c82a
153.198933586757,-27.7137800226655,"9708297912",node,21.875,,alternative,Family Chiropractic,,,chiropractic,,,,,,,,,yes,,,,,,,,"11",Cameron Street,,,129555444,2,2022/11/30 10:27:19+00,912ba17747294095bdaede2c620b478e
,,"1046181088",way,25,dentist,dentist,Tankard Dental Red Cliffs,,,,,,"Mo 09:00-16:30; We 09:00-16:30",,,,,,,,,,,,,,"75",Indi Avenue,"3496",,119070383,1,2022/03/29 13:26:34+00,2fb4541ff74441d1b05dbc3fb7ea9b01
150.819060573072,-33.7658874439101,"9619978477",node,12.5,clinic,clinic,Greater West Medical Centre,,,,,,,,,,,,,,,,,,,,,,,,119048875,1,2022/03/29 04:54:12+00,48e701e0c50e4aa78731130fadca56f7
145.148631662375,-37.872710455248,"620502977",node,15.625,pharmacy,pharmacy,Syndal Pharmacy,,,,,,,,,,,yes,,,,,,,,,,,,,143964249,8,2023/11/13 10:33:21+00,9585bdf4f6024328b92354458e8de160
,,"33347960",way,9.375,doctors,doctor,,,,,,,,,,,,,,,,,,,,,,,,,84319501,3,2020/04/29 08:10:05+00,be90f4c2b46747c9bb9e74014a45136e
145.099845549325,-37.7695227731165,"5152964938",node,6.25,doctors,,,,,,,,,,,,,,,,,,,,,,,,,,52699113,1,2017/10/07 04:36:25+00,74d9e2fd2b8b438eac296b614252918c
,,"24690740",way,31.25,hospital,hospital,Sunshine Hospital,Western Health,,,,,,,,,,,,yes,,,,,,,176-190,Furlong Road,"3021",St Albans,143964249,13,2023/11/13 10:33:21+00,a8753d5e54554dfc996673ba28f8a5d6
151.045375730614,-33.6525312559438,"11399326910",node,12.5,,alternative,Galston Health and Chiropractic,,,chiropractic,,,,,,,,,,,,,,,,,,,,,144882029,2,2023/12/07 22:03:04+00,cfaccd2c2687408aa240fbeb1c7bd9c3
151.122353285341,-33.7943605175335,"1974543191",node,25,pharmacy,pharmacy,North Ryde Pharmacy,,,,,,,,,,,yes,,,,,,,,,203-213,Coxs Road,"2113",,115916340,2,2022/01/08 16:36:02+00,f0e94c97d7984deeaf5ca1cc09badc13
,,"755402795",way,21.875,pharmacy,,SuperSave Chemist,,,,,,"Mo-Fr 09:00-20:00; Sa,Su 09:00-18:00",,,,,yes,,,,,,,,,"343",Peats Ferry Road,,,135380760,6,2023/04/26 11:20:00+00,2554a1e993d2421880aa312ee7b1c437
145.213788051418,-37.9874322228793,"2191594612",node,21.875,pharmacy,pharmacy,Chemist Warehouse,,,,,,,,,,,yes,,,,,,,,,"265",Lonsdale Street,,,79396351,5,2020/01/09 23:58:36+00,822e8fce6640490ebdd2054b9ae3770f
145.041007941808,-37.8533730693505,"3268342661",node,9.375,doctors,,Dr Kristine Meredith,,,,,,,,,,,,,,,,,,,,,,,,27902138,1,2015/01/04 03:28:03+00,6e77dfa764bf4a43bbf1f17117fa5852
152.083847349526,-32.7781920533188,"7146276847",node,28.125,dentist,dentist,Anna Bay Denture Clinic,,,dentist,,,Mo-We 09:00-17:00,,,,,,,,,,,,,,"134",Gan Gan Road,"2316",,79797155,1,2020/01/20 12:33:12+00,d844540abd3947689608ed9ae4f01625
,,"917253882",way,28.125,dentist,dentist,Malvern Smile Studio,,,"dentistry;orthodontics;cosmetic_dentistry;Wisdomtooth_extractions;venners;dental_implants",,,Mo-Fr 09:00-17:00,,,,,,,,,,,,,,"1868",Malvern Road,"3145",,117749024,3,2022/02/23 01:38:16+00,8bd72b7f1cdc46b0ac8de7c03bd12599
144.960814418472,-37.809622719908,"3841976993",node,12.5,pharmacy,pharmacy,Vita Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,73644970,3,2019/08/23 00:27:58+00,0f185f223ded46f4ab4e4235cba07d22
138.53570928852,-34.8816127174395,"4999152824",node,12.5,clinic,clinic,Abbot Pathology,,,,,,,,,,,,,,,,,,,,,,,,99566118,2,2021/02/19 06:04:52+00,002a97f8d4b24bfaab3a815a5a8eed03
145.05944293201,-37.7729028593903,"7508995048",node,18.75,dentist,dentist,Clarke Dental,,,,,,,,,,,,,,,,,,,,"242",Lower Heidelberg Road,,,119137724,2,2022/03/31 01:45:28+00,d9af205163904f2ab9e512ccb364f99c
151.118320332629,-33.9122711802272,"5265144614",node,12.5,doctors,doctor,Canterbury Plaza Medical Centre,,,,,,,,,,,,,,,,,,,,,,,,56653030,4,2018/02/25 06:50:32+00,80ed951f6abe477d9f9b286774e02370
144.915309569057,-37.5932640060513,"5936035341",node,12.5,dentist,dentist,32 Dentals,,,,,,,,,,,,,,,,,,,,,,,,62996482,1,2018/09/28 04:28:56+00,c1a59504fd5640eb9d2887abf4f453d7
150.951714584353,-33.6858841059567,"5174209165",node,9.375,,alternative,Yan Acupuncture & Massage,,,,,,,,,,,,,,,,,,,,,,,,53032225,1,2017/10/18 07:32:08+00,986110ec2b184a339f137138a1e9a65e
151.134073449091,-33.9653010508541,"2753209667",node,9.375,pharmacy,,Health Save Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,131901669,4,2023/01/31 01:17:20+00,ee447db3846e4ad3b145f5ff462f85a6
,,"149637235",way,21.875,clinic,,Lake Imaging,,,,,,,,,,,,,,,,,,,,"1111",Howitt Street,"3350",Ballarat,143964249,6,2023/11/13 10:33:21+00,b3db2423f80745a9837debf2cdec3086
150.692651331113,-33.7516285693265,"7176946459",node,9.375,,optometrist,OPSM,,,,,,,,,,,,,,,,,,,,,,,,80406576,1,2020/02/01 11:24:18+00,0f464122e4bd4eb59591486a8d71bdd3
152.910213567527,-26.4176986563426,"1901944954",node,15.625,pharmacy,pharmacy,Cooroy Central Guardian Pharmacy,,,,,,,,,,,yes,,,,,,,,,,,,,89566379,2,2020/08/18 09:58:41+00,75a766b8b82049f39d5c2cb5cec82600
151.21048463862,-33.7387072788513,"7176552386",node,12.5,doctors,doctor,Belrose Medical Centre,,,,,,,,,,,,,,,,,,,,,,,,147127081,3,2024/02/06 09:38:43+00,5e68a21ea1c6460d930061409f741e62
145.007845025721,-37.9066848233811,"5432559665",node,28.125,doctors,doctor,Brighton Family Medical Cenre,,survey,,,,,,,,,,,,,,,,,,"412",Bay Street,"3186",Brighton,145579994,3,2023/12/27 15:03:52+00,7930c98b61c14ecb94f7dda787ff467e
151.20461118761,-33.8655917747207,"4865595821",node,12.5,pharmacy,pharmacy,Priceline Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,104414633,3,2021/05/10 00:22:39+00,3551d848b6e1454a8e48d475167091b1
115.811401256211,-31.9406546024056,"9948985764",node,9.375,,alternative,Chi Balance,,,,,,,,,,,,,,,,,,,,,,,,124809676,1,2022/08/12 09:28:03+00,3abc49ebed73466ead15148807ca8dea
145.164949048559,-37.8526149262085,"262777337",node,34.375,hospital,hospital,Peter James Centre,Eastern Health,,rehabilitation,public,,,,,,,,,no,,,,,,,321-345,Burwood Highway,"3151",,143759481,10,2023/11/08 01:23:40+00,b5fec8e0001348c9930601bc68e01653
,,"981525832",way,31.25,doctors,doctor,Narangba Family Medical practice,,,,,,"Mo-Fr 08:00-18:00; Sa 08:00-12:00; Su, PH closed",,,,,,,,,,,,,,"14",Main Street,"4504",Narangba,143160210,5,2023/10/26 12:30:22+00,1cc1b766da2a4e2eac2382d7cd15fc9c
,,"151220307",way,21.875,doctors,,Ballarat Group Practice,,,,,,,,,,,,,,,,,,,,"706",Sturt Street,"3350",Ballarat,143759481,6,2023/11/08 01:23:40+00,4587c26382604d6789527eed078f694c
,,"264431089",way,31.25,doctors,doctor,Bass House Surgery,,,,,,"Mo-Fr 08:30-18:30; Sa 10:00-12:00",,,,,,yes,,,,,,,,"83",Wilmot Street,"7320",Burnie,116766164,7,2022/01/30 04:43:28+00,7a6c590617834d5992dc9ad94be22c29
144.961481198869,-37.7716831248405,"1148366479",node,18.75,dentist,dentist,Brunswick Dental Group,,,,,,,,,,,,,,,,,,,,"266",Sydney Road,,,143964249,6,2023/11/13 10:33:21+00,9c5097ff904d437b938d778bf152a0c1
138.782771584254,-35.5015892381239,"452318674",node,12.5,pharmacy,pharmacy,Priceline Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,104995709,2,2021/05/20 04:59:56+00,32cb0b3f7fef4641abb49206f43d649b
,,"960603848",way,28.125,clinic,clinic,Worrigee Medical Centre,,,general,,,Mo-Fr 08:00-17:30,,,,,,,,,,,,,,"53",Isa Road,"2540",,143816983,3,2023/11/09 10:57:27+00,a7b6a2496cd44cbfb73c8b8ac5112c54
150.697405043679,-34.7755100608414,"6380617666",node,12.5,pharmacy,,The Berry Pharmacy,,,,,,"Mo-Fr 09:00-17:30; Sa, Su 09:00-13:00",,,,,,,,,,,,,,,,,,89461335,2,2020/08/16 03:38:31+00,c360a7ba780b4b3f856db5e33401318d
,,"351040236",way,28.125,hospital,hospital,Northeast Health Wangaratta,,,,,,,,,,,,,yes,,,,,,,35-47,Green Street,"3677",Wangaratta,143964249,6,2023/11/13 10:33:21+00,5d3d822a96654a40bfc334c26298a39c
115.762514392685,-32.3459997518393,"2099936748",node,9.375,pharmacy,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,71571946,2,2019/06/24 18:18:04+00,c5e89ccfdbb44e1da4227edcdad7ce10
153.394206365895,-28.0682527195302,"9331029192",node,15.625,dentist,dentist,The Dental Lounge @ Robina,,,,,,"Mo-Th 08:00-19:00; Fr 08:00-18:00; Sa ""by appointment""",,,,,,,,,,,,,,,,,,114835614,1,2021/12/12 03:24:30+00,a0ee67efe8e249d78c27c14345032756
145.818933548808,-38.4344838784858,"3819971951",node,9.375,doctors,,Korumburra Medical Centre,,,,,,,,,,,,,,,,,,,,,,,,68313355,2,2019/03/19 22:16:13+00,dbf000fd5ee24ae58ec4c4965273cc22
,,"775436436",way,21.875,,alternative,Professional Health Centre,,,,,,Mo-Su 09:30-16:30,,,,,,,,,,,,,,"3",Duneba Avenue,"2073",,81336978,1,2020/02/22 01:33:26+00,b6ceb80e858e4d47ab6c6ae889583444
145.341773342631,-38.0395995118506,"2605749207",node,12.5,doctors,doctor,Berwick Healthcare,,,,,,,,,,,,,,,,,,,,,,,,91124610,4,2020/09/18 17:23:17+00,381dc7f102bc4be8833fcb0f9e85b5fe
151.209340844113,-33.8763780268195,"10117686030",node,18.75,doctors,doctor,Key Health CBD South,,,,,,,,,,,,,,,,,,,,"281",Elizabeth Street,,,143816983,4,2023/11/09 10:57:27+00,b60391b2ea6e4ca5bb238d90426b5db0
152.27033832489,-25.2322462581506,"3823895204",node,12.5,pharmacy,pharmacy,Childers Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,85110271,2,2020/05/13 00:43:15+00,fddc9ad91a6946589fb722c2597f8400
145.68106976561,-16.7904713179059,"6399827595",node,25,doctors,doctor,Kewarra Family Practice,Beaches Family Practice,,,,,,,,,,,,,,,,,,,"2",Cottesloe Drive,"4879",,69137216,1,2019/04/12 03:36:43+00,33a8c87a3b6849f6aa03283c0e454656
144.148758959034,-29.7049195617208,"9758774523",node,12.5,,clinic,Wanaaring Health Clinic,Health Western NSW,,,,,,,,,,,,,,,,,,,,,,,121268441,1,2022/05/21 06:01:18+00,6092a82046e640be8fc12168101d35e9
151.642339987592,-32.9358519639753,"598419265",node,15.625,pharmacy,pharmacy,Chemistworks,,,,,,,,,,,,yes,,,,,,,,,,,,115804532,3,2022/01/05 16:36:53+00,3068e0b65cb84b769f8d5857849f050d
145.007883750114,-37.7453981470406,"3632439275",node,18.75,clinic,,Panch Health Centre,,,,,,,,,,,,,,,,,,,,"300",Bell Street,"3072",,143564198,3,2023/11/03 09:05:25+00,a68659f35e534dfd85861f0b3b8266d4
145.117934618383,-38.0220382512357,"7455304958",node,28.125,,physiotherapist,PhysioChoice Aspendale Gardens,PhysioChoice,,physiotherapy,,,Mo-Fr 08:00-19:00,,,,,,,,,,,,,,"11",Narelle Drive,"3195",,131035878,4,2023/01/09 02:04:53+00,cce7d7faaf734a418f78e34485f8fc36
,,"469370525",way,15.625,hospital,hospital,Queanbeyan Hospital,,,,,,,,,,,,,yes,,,,,,,,,,,116518271,2,2022/01/23 23:17:11+00,42e250a42dd24772a301b854bcbb5130
,,"403000168",way,9.375,hospital,hospital,,,,,,,,,,,,,,,,,,,,,,,,,140211423,5,2023/08/22 06:16:39+00,6341ae7552ea4d03b43873b0ce05a616
153.035348592566,-27.4479146035428,"5315383112",node,12.5,pharmacy,pharmacy,The Compounding Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,55086784,1,2018/01/01 21:26:13+00,6821866dac58420fbf264964e8a5be98
152.979187662009,-27.0846327778999,"2771575192",node,15.625,pharmacy,pharmacy,Chemist Warehouse,,,,,,,,,,,yes,,,,,,,,,,,,,70689869,2,2019/05/28 09:53:59+00,1031b462b55e4d68b83e33e8f9711654
,,"1093461613",way,12.5,doctors,doctor,365 Days Medical Centre Kidman Park,,,,,,,,,,,,,,,,,,,,,,,,126031709,1,2022/09/10 22:37:30+00,d181e34c67e64e8daa3afcaccbfc2225
